Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Int.Out,FIELD NOT REQUIRED,IN.Comp4.T.Codes,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.T.Codes.Shared,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.T.Codes.Diff,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Prod,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Level.Name2,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Structure,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.Res.System,,,,,,,,,,,,,,,,,,,,,,,,
Int.Out,FIELD NOT REQUIRED,IN.ID,,,,,,,,,,,,,,,,,,,,,,,,
Times,,Time,No,Time Period,Character,"The year as YYYY. If there are multiple time periods within year indicate each period with "".n"" suffix for example ""2000.1"", ""2000.2"". If time periods refer to growing seasons it sometimes difficult to assess which is the first and second season if a season extends across the year end boundary, it is ok to use the authors ordering of seasons, but please do try and specify planting dates.  If you need to indicate an outcome was recorded between seasons (e.g., taken in the dry season) then use ""-5"" to indicate this, e.g. 2000-5 or 2000.1-5. Make sure you use the dash rather than a dot. For outcomes like soil moisture recorded on a specific date you should use the Sampling Date column in the EnterData tab to indicate this date.
For PostHarvest storage outcomes, use planting date to indicate when a product was stored and harvest date to indicate when losses/pest numbers were assessed.",,Specific formats allowed,YYYY | YYYY.N |  YYYY-5,Yes,AGROVOC,time,http://aims.fao.org/aos/agrovoc/c_7778,Partial,time,Camila,Periodo de tiempo,Yes,AGROVOC,time,http://aims.fao.org/aos/agrovoc/c_7778,Partial,"Contains concepts that describe timespans with a certain function - like e. g. “free time”, “seasons”, “times of the day”, “working hours” and timestamps relevant to agricultural production - mostly aggregated in the “timing” concept. (en)",,,
Times,,Site.ID,No,Site,Character,,,Site.Out$Site.ID,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Times,,TSP,No,Total Seasonal Precipitation (mm),Integer,,,NA,Warning if <100 OR >2500,No,AGROVOC,"precipitation
seasons","http://aims.fao.org/aos/agrovoc/c_6161
http://aims.fao.org/aos/agrovoc/c_6911",Partial,"phenomena > natural phenomena > hydrometeors > precipitation
time > seasons",Camila,Precipitation total en estacion lluviosa (mm),Yes,AGROVOC,"precipitation
seasons","http://aims.fao.org/aos/agrovoc/c_6161
http://aims.fao.org/aos/agrovoc/c_6911",Partial,,,,
Times,,TAP,No,Total Annual Precipitation (mm),Integer,,,NA,Warning if <100 OR >4000,No,AGROVOC,precipitation,http://aims.fao.org/aos/agrovoc/c_6161,Partial,phenomena > natural phenomena > hydrometeors > precipitation,Camila,Precipitation total anual,Yes,AGROVOC,precipitation,http://aims.fao.org/aos/agrovoc/c_6161,Partial,,,,
Times,,Plant.Start,No,"Planting Date Start (dd/mm/yy)
(Storage Date Start for Postharvest)",Date,,,NA,"dd/mm/yyyy, warning if year more than 1 different to Time",No (but user should be required to record that no data was presented in the manuscript),AGROVOC,planting date,http://aims.fao.org/aos/agrovoc/c_24065,Yes,time > timing > planting date,Camila,Inicio de fecha de siembra,Yes,AGROVOC,planting date,http://aims.fao.org/aos/agrovoc/c_24065,Yes,,,,
Times,,Plant.End,No,"Planting Date End (dd/mm/yy)
(Storage Date End for Postharvest)",Date,,,NA,"dd/mm/yyyy, warning if year more than 1 different to Time, Times$Plant.End>=Times$Plant.Start",No (but user should be required to record that no data was presented in the manuscript),AGROVOC,planting date,http://aims.fao.org/aos/agrovoc/c_24065,Yes,time > timing > planting date,Camila,Final de fecha de siembra,Yes,AGROVOC,planting date,http://aims.fao.org/aos/agrovoc/c_24065,Yes,,,,
Times,,Time.Temp.Mean,No,,Numeric,,,NA,,No,,,,,,,,,,,,,,,,
Times,,Time.Temp.Max,No,,Numeric,,,NA,,No,,,,,,,,,,,,,,,,
Times,,Time.Temp.Min,No,,Numeric,,,NA,,No,,,,,,,,,,,,,,,,
Times,,Harvest.Start,No,"Harvest Date Start (dd/mm/yy)
(Sampling Date Start for Postharvest)",Date,,,NA,"dd/mm/yyyy, warning if year more than 1 different to Time,Times$Harvest.Start>Times$Plant.End, warning if (Times$Harvest.Start-Times$Plant.End)<30",No,AGROVOC,harvesting date,http://aims.fao.org/aos/agrovoc/c_29464,Yes,time > timing > harvesting date,Camila,Inicio de fecha de cosecha,Yes,AGROVOC,harvesting date,http://aims.fao.org/aos/agrovoc/c_29464,Yes,,,,
Times,,Harvest.End,No,"Harvest Date End (dd/mm/yy)
(Sampling Date End for Postharvest)",Date,,,NA,"dd/mm/yyyy, warning if year more than 1 different to Time, Times$Harvest.End>=Times$Harvest.Start",No,AGROVOC,harvesting date,http://aims.fao.org/aos/agrovoc/c_29464,Yes,time > timing > harvesting date,Camila,Final de fecha de cosecha,Yes,AGROVOC,harvesting date,http://aims.fao.org/aos/agrovoc/c_29464,Yes,,,,
Times,,Harvest.DAP,No,"Harvest Days After Planting
(Days after Storage for Postharvest)",Integer,,,NA,warning if <30,No,AGROVOC,harvesting date,http://aims.fao.org/aos/agrovoc/c_29464,Partial,time > timing > harvesting date,Camila,Cosecha en dias despues de la siembra,Yes,AGROVOC,Partial,http://aims.fao.org/aos/agrovoc/c_29464,Yes,,,,
Times,,Time.Note,,,,,,,,,,,,,,,,,,,,,,,,
Times,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,
Rot.Out,,R.User.Code,Yes,Choose rotation ERA practice,Character,,,"c(Practices[Practice %in% c(""Rotation"",""Agroforestry Fallow"",""Improved Fallow"") | (Practice == ""Green Manure"" & grepl(""Time"",Subpractice)), Subpractice], ""Other Temporal Sequence"")",NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Out,,R.Level.Name,No,Rotation Treatment Name,Character,"Choose a easy to recognize name for the treatment, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Out,,R.Reps,No,Replicates,Integer,"For crop paper this is the number of stated in the experiment, e.g. a randomised block design with 4 replicates. For animal paper we use a field, barn, pond, tank or similar as the unit of replication (record the number of animals in the treatment right).",,NA,Warn if >1000,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,Yes,methods > statistical methods > reproducibility > replications (statistic),Camila,Repeticiones,Yes,AGROVOC,replications (statistic),http://aims.fao.org/aos/agrovoc/c_0fd72019,,Number of replications which were measured or tested in a statistical experiment.,,,
Rot.Out,,R.Control,No,Control?,Character,"Is this a control treatment? Record ""Yes"" if the treatment is noted as an experimental control, farmer check, traditional or business-as-usual management by the publication authors. Leave this field blank if this in unclear or the treatment is not a control.",,"Yes, No",NA,Yes,AGROVOC,,,No,,Camila,Control | Testigo,No,,,,No,,,,
Rot.Out,,R.Phases,No,All Phases Present?,Character,"Are all phases of the rotation present at any one point in time? For example in a maize-bean rotation,  phase 1 is maize in time 1 then beans in time 2, and phase is beans in time 1 and maize in time. If you answer ""yes"" then all treatments (e.g. crops) are represented in temporal repeat (season) of an experiment",,"Yes, No",NA,YEs,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Out,FIELD NOT REQUIRED,R.Start.Year,Start Year,Integer,Note the start year of the rotation practice. This is often going to be the same as the first year of the sequence but please enter this information anyway so we can identify cases where it is not.,YYYY,,1950 to present Year,Yes,AGROVOC,,,No,,No,,,,,,No,,,,,
Rot.Out,FIELD NOT REQUIRED,R.Start.Season,Start Season,Integer,List the starting season of an rotation treatment in systems with >1 growing seasons. If a region has unimodal rainfall or if seasonality is unspecified please leave this field blank.,,,"1, 2, blank",Yes,AGROVOC,,,No,,No,,,,,,No,,,,,
Rot.Out,,R.Code,Yes,NA,Character,,,"Practices[Practice==Rot.Out$R.User.Code,Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Out,FIELD NOT REQUIRED,R.T.Level.Names.All,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.T.Codes.All,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.Residue.Codes.All,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.All.Products,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.All.Structure,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Out,FIELD NOT REQUIRED,R.Prod.Seq,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,N,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,ID,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.Residues.All2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.ID,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.T.Level.Names.All2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.T.Codes.Sys,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.Res.Codes.Sys,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Out,FIELD NOT REQUIRED,R.IN.Codes.Sys,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,,Rotation Treatment,No,Rotation Name,Character,Choose your named rotation treatment,,Rot.Out$R.Level.Name,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Seq,,Time,No,Time,Character,Choose the time period for the rotation sequence,,Times$Time,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Seq,,Rotation Component,No,Treatment Name,Character,Choose the treatment that occurred during in this time period.,,"c(MT.Out2$T.Name,Int.Out$IN.Level.Name)",NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Seq,,R.Resid.Fate,No,Fate of Crop Residues From The Previous Season,Character,,,lookup_levels$M.Fate,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Seq,FIELD NOT REQUIRED,R.T.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Residues.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Structure,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Intercrop,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod1,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod3,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod4,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res1,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res3,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res4,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.IN.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,N,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,ID,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Start.Year,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Start.Season,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Year,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Season,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Full.Seq,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Min.Year,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Seq.Ordered,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod.Prev,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod.Prev.1,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod.Prev.2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod.Prev.3,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Prod.Prev.4,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res.Prev1,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res.Prev2,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res.Prev3,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Res.Prev4,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,R.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Prod.Switch,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq,FIELD NOT REQUIRED,Prod.Switch.All.F,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq.Summ,FIELD NOT REQUIRED,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,
Rot.Seq.Summ,FIELD NOT REQUIRED,R.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Seq.Summ,FIELD NOT REQUIRED,Seq,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,R.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,A.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,E.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,H.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,I.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,M.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,pH.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,PO.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,Till.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,V.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,WH.Level.Name,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b28,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b16,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b17,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b21,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b64,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b23,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b29,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b30,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b75,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b73,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b74,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b67,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,A.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,E.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,H.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,I.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,M.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,pH.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,PO.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,Till.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,V.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,WH.Codes,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b28.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b16.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b17.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b21.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b64.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b23.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b29.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b30.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b75.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b73.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b74.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,b67.Code,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rot.Levels,FIELD NOT REQUIRED,R.ID,Yes,,,,,,,,,,,,,,,,,,,,,,,
Out.Out,,Out.Subind,No,Outcome Subindicator,Character,,,Outcomes$Subindicator,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Out.Out,,Out.Unit,No,Outcome Unit,Character,Unit of measurement for the outcome (please use SI units),,Free Text,"This needs to be added, it can be derived from a lookup of the existing values for an outcome in ERA.

Always use a ""/"" separator to indicate ""unit x"" per ""unit y"". Refer to number of animals as ""individuals"" in units. Only capitalize units that require a capital letter, such as megagrams ""Mg"".",Yes,AGROVOC,,,No,,,,Yes,UO,unit,http://purl.obolibrary.org/obo/UO_0000000,Yes,NA,,,
Out.Out,,Out.Depth.Upper,No,Soil Upper Depth (cm),Numeric,Upper depth of measurement (cm) for soil outcomes,,NA,">0, warning if >200","No, Only relevant to Outcomes[Indicator==""Soil Quality,Subindicator]",AGROVOC,depth,http://aims.fao.org/aos/agrovoc/c_2190,Partial,measure > dimensions > depth,,,Yes,AGROVOC,depth,http://aims.fao.org/aos/agrovoc/c_2190,Partial,NA,,,
Out.Out,,Out.Depth.Lower,No,Soil Lower Depth (cm),Numeric,Lower depth of measurement (cm) for soil outcomes,,NA,">0, warning if >200, Out.Out$Soil.Depth.Lower<Out.Out$Soil.Depth.Upper",No,AGROVOC,depth,http://aims.fao.org/aos/agrovoc/c_2190,Partial,measure > dimensions > depth,,,Yes,AGROVOC,depth,http://aims.fao.org/aos/agrovoc/c_2190,Partial,NA,,,
Out.Out,,Out.Group,No,Outcome Group,Character,"Use the ""Species/Item/Group"" column to indicate anything that qualifies an outcome, for example if you had numbers of beneficial ""Insect A"" per plant as an outcome, you'd record ""individuals/plant"" as the unit and ""Insect A"" in the ""Species/Item/Group"" column.",,Free Text,None,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Out.Out,,Out.NPV.Rate,No,Economic Discount Rate (%),Numeric,Typically associated with calculations of Net Present Value (NPV).,,NA,"0-100, warn if >50","No, Only relevant when Out.Out$Subindicator %in% Outcomes[Indicator==""Economic Performance"",Subindicator]",AGROVOC,,,No,,,,No,,,,No,,,,
Out.Out,,Out.NPV.Time,No,Economic Period (Years),Numeric,Use with Net Present Value (NPV) outcome or similar only.,,NA,"0-100, warn if >50","No, Only relevant when Out.Out$Subindicator %in% Outcomes[Indicator==""Economic Performance"",Subindicator]",AGROVOC,,,No,,,,No,,,,No,,,,
Out.Out,,Out.WG.Start,No,Mean Starting Weight,Numeric,Use with Weight Gain subindicator. You may take the average across all treatments if the starting weights are similar and the difference between them is small relative to the total change in wieght.,,NA,Depends on Unit,"No, Only relevant when Out.Out$Subindicator == ""Weight Gain""",AGROVOC,body weight,http://aims.fao.org/aos/agrovoc/c_15846,Yes,"properties > chemicophysical properties > weight > body weight
measure > weight > body weight",,,Yes,body weight,http://aims.fao.org/aos/agrovoc/c_15846,No,Yes,NA,,,
Out.Out,,Out.WG.Unit,No,Starting Weight Unit,Character,Use with Weight Gain subindicator.,,,"None,  but should be limited to units of mass (e.g. g, kg)","Only required when Out.Out$Subindicator == ""Weight Gain"" & !Out.Out$Out.WG.Start has data",AGROVOC,,,No,,,,Yes,UO,mass unit,http://purl.obolibrary.org/obo/UO_0000002,Yes,A unit which is a standard measure of the amount of matter/energy of a physical object,,,
Out.Out,,Out.WG.Days,No,Duration (Days),Numeric,Use with Weight Gain subindicator.,,,">0, warning if >1000","Only required when Out.Out$Subindicator == ""Weight Gain"" & !Out.Out$Out.WG.Start has data","AGROVOC
UO","duration
day","http://aims.fao.org/aos/agrovoc/c_2412
http://purl.obolibrary.org/obo/UO_0000002",Yes,"measure > duration
unit > time unit > day",,,Yes,"AGROVOC
UO","duration
day","http://aims.fao.org/aos/agrovoc/c_2412
http://purl.obolibrary.org/obo/UO_0000002",Yes,,,,
Out.Out,,Out.Code.Joined,Yes,NA,Character,"Concatenation of Out.Out$Out.SubInd, Out.Out$Out.Unit, Out.Out$Out.Depth.Lower, Out.Out$Out.Depth.Upper, Out.Out$Out.Group, Out.Out$Out.NPV.Rate, Out.Out$Out.WG.Start fields using a "".."" delimiter. Blank fields are not included.",,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Out.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Out.Out,,Out.FCR.Descrip,No,FCR/PCR Description,Character,Describe the FCR/PCR equation used e.g. wet weight gain/DMI,,NA,NA,"No, only required when an FCR or PCR outcome is chosen.",,,,,,,,,,,,,,,,
Out.Out,,Out.Partial.Outcome.Name,No,Partial Outcomes - Practice Names,Character,"If a partial economic outcome that refers to the benefit of adding something to some practices and not the entire treatment (e.g the cost of only inorganic fertilzer, in a treatment that also has seed and labour costs). Then name the relevant practices that the partial outcome is relevant to. Separate multiple practices with a comma",,NA,Free Text,"No, Only relevant when  Out.Out$Subindicator %in% Outcomes[Subpillar==""Economics"",Subindicator]",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Out.Out,,Out.Partial.Outcome.Code,No,Partial Outcomes - Practice Codes,Character,"For each practice named, please record the relevant ERA practices codes in order and separated by a comma "","".",,NA,User can choose one or more ERA practice codes,"No, Only relevant when  Out.Out$Subindicator %in% Outcomes[Subpillar==""Economics"",Subindicator]",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
AF.Out,,AF.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
AF.Out,,AF.Codes,Yes,NA,Character,,,,"Practices[Subpractice %in% AF.Out$AF.Level.Name,Code]",NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
AF.Out,,Notes,No,Notes,Character,,,Free Text,None,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
AF.Out,,AF.Tree,No,Tree or Shrub,Character,"When entering a species, please check  that the scientific name has not changed (especially for older papers) using wikipedia.

Multiple values can be entered for this field and should be concantenated with a "".."" delimiter.",,Trees$Tree.Latin.Name,NA,No,AGROVOC,species (taxa),http://aims.fao.org/aos/agrovoc/c_331243,Partial,groups > taxa > species (taxa),,,Yes,AGROVOC,species (taxa),http://aims.fao.org/aos/agrovoc/c_331243,Partial,"The lowest taxonomic rank, and the most basic unit or category of biological classification.",,,
AF.Out,,AF.Tree.N,No,Number or Density,Integer,,,,Possible,No,,,,,,,,,,,,,,,,
AF.Out,,AF.Tree.Unit,No,Unit,Character,,,,List,,,,,,,,,,,,,,,,,
